dataset_id,dataset_authors,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_12.csv,GH_elevationAngle_rotation0Abd_12.csv,GH_internalRotation_rotation0Abd_12.csv,GH_anttranslation_rotation0Abd_12.csv,GH_suptranslation_rotation0Abd_12.csv,GH_medtranslation_rotation0Abd_12.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_13.csv,GH_elevationAngle_rotation0Abd_13.csv,GH_internalRotation_rotation0Abd_13.csv,GH_anttranslation_rotation0Abd_13.csv,GH_suptranslation_rotation0Abd_13.csv,GH_medtranslation_rotation0Abd_13.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_14.csv,GH_elevationAngle_rotation0Abd_14.csv,GH_internalRotation_rotation0Abd_14.csv,GH_anttranslation_rotation0Abd_14.csv,GH_suptranslation_rotation0Abd_14.csv,GH_medtranslation_rotation0Abd_14.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_15.csv,GH_elevationAngle_rotation0Abd_15.csv,GH_internalRotation_rotation0Abd_15.csv,GH_anttranslation_rotation0Abd_15.csv,GH_suptranslation_rotation0Abd_15.csv,GH_medtranslation_rotation0Abd_15.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_16.csv,GH_elevationAngle_rotation0Abd_16.csv,GH_internalRotation_rotation0Abd_16.csv,GH_anttranslation_rotation0Abd_16.csv,GH_suptranslation_rotation0Abd_16.csv,GH_medtranslation_rotation0Abd_16.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_17.csv,GH_elevationAngle_rotation0Abd_17.csv,GH_internalRotation_rotation0Abd_17.csv,GH_anttranslation_rotation0Abd_17.csv,GH_suptranslation_rotation0Abd_17.csv,GH_medtranslation_rotation0Abd_17.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_18.csv,GH_elevationAngle_rotation0Abd_18.csv,GH_internalRotation_rotation0Abd_18.csv,GH_anttranslation_rotation0Abd_18.csv,GH_suptranslation_rotation0Abd_18.csv,GH_medtranslation_rotation0Abd_18.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_19.csv,GH_elevationAngle_rotation0Abd_19.csv,GH_internalRotation_rotation0Abd_19.csv,GH_anttranslation_rotation0Abd_19.csv,GH_suptranslation_rotation0Abd_19.csv,GH_medtranslation_rotation0Abd_19.csv
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation0Abd_20.csv,GH_elevationAngle_rotation0Abd_20.csv,GH_internalRotation_rotation0Abd_20.csv,GH_anttranslation_rotation0Abd_20.csv,GH_suptranslation_rotation0Abd_20.csv,GH_medtranslation_rotation0Abd_20.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_1.csv,GH_elevationAngle_rotation90Abd_1.csv,GH_internalRotation_rotation90Abd_1.csv,GH_anttranslation_rotation90Abd_1.csv,GH_suptranslation_rotation90Abd_1.csv,GH_medtranslation_rotation90Abd_1.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_2.csv,GH_elevationAngle_rotation90Abd_2.csv,GH_internalRotation_rotation90Abd_2.csv,GH_anttranslation_rotation90Abd_2.csv,GH_suptranslation_rotation90Abd_2.csv,GH_medtranslation_rotation90Abd_2.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_3.csv,GH_elevationAngle_rotation90Abd_3.csv,GH_internalRotation_rotation90Abd_3.csv,GH_anttranslation_rotation90Abd_3.csv,GH_suptranslation_rotation90Abd_3.csv,GH_medtranslation_rotation90Abd_3.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_4.csv,GH_elevationAngle_rotation90Abd_4.csv,GH_internalRotation_rotation90Abd_4.csv,GH_anttranslation_rotation90Abd_4.csv,GH_suptranslation_rotation90Abd_4.csv,GH_medtranslation_rotation90Abd_4.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_5.csv,GH_elevationAngle_rotation90Abd_5.csv,GH_internalRotation_rotation90Abd_5.csv,GH_anttranslation_rotation90Abd_5.csv,GH_suptranslation_rotation90Abd_5.csv,GH_medtranslation_rotation90Abd_5.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_6.csv,GH_elevationAngle_rotation90Abd_6.csv,GH_internalRotation_rotation90Abd_6.csv,GH_anttranslation_rotation90Abd_6.csv,GH_suptranslation_rotation90Abd_6.csv,GH_medtranslation_rotation90Abd_6.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_7.csv,GH_elevationAngle_rotation90Abd_7.csv,GH_internalRotation_rotation90Abd_7.csv,GH_anttranslation_rotation90Abd_7.csv,GH_suptranslation_rotation90Abd_7.csv,GH_medtranslation_rotation90Abd_7.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_8.csv,GH_elevationAngle_rotation90Abd_8.csv,GH_internalRotation_rotation90Abd_8.csv,GH_anttranslation_rotation90Abd_8.csv,GH_suptranslation_rotation90Abd_8.csv,GH_medtranslation_rotation90Abd_8.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_9.csv,GH_elevationAngle_rotation90Abd_9.csv,GH_internalRotation_rotation90Abd_9.csv,GH_anttranslation_rotation90Abd_9.csv,GH_suptranslation_rotation90Abd_9.csv,GH_medtranslation_rotation90Abd_9.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_10.csv,GH_elevationAngle_rotation90Abd_10.csv,GH_internalRotation_rotation90Abd_10.csv,GH_anttranslation_rotation90Abd_10.csv,GH_suptranslation_rotation90Abd_10.csv,GH_medtranslation_rotation90Abd_10.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_11.csv,GH_elevationAngle_rotation90Abd_11.csv,GH_internalRotation_rotation90Abd_11.csv,GH_anttranslation_rotation90Abd_11.csv,GH_suptranslation_rotation90Abd_11.csv,GH_medtranslation_rotation90Abd_11.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_12.csv,GH_elevationAngle_rotation90Abd_12.csv,GH_internalRotation_rotation90Abd_12.csv,GH_anttranslation_rotation90Abd_12.csv,GH_suptranslation_rotation90Abd_12.csv,GH_medtranslation_rotation90Abd_12.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_13.csv,GH_elevationAngle_rotation90Abd_13.csv,GH_internalRotation_rotation90Abd_13.csv,GH_anttranslation_rotation90Abd_13.csv,GH_suptranslation_rotation90Abd_13.csv,GH_medtranslation_rotation90Abd_13.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_14.csv,GH_elevationAngle_rotation90Abd_14.csv,GH_internalRotation_rotation90Abd_14.csv,GH_anttranslation_rotation90Abd_14.csv,GH_suptranslation_rotation90Abd_14.csv,GH_medtranslation_rotation90Abd_14.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_15.csv,GH_elevationAngle_rotation90Abd_15.csv,GH_internalRotation_rotation90Abd_15.csv,GH_anttranslation_rotation90Abd_15.csv,GH_suptranslation_rotation90Abd_15.csv,GH_medtranslation_rotation90Abd_15.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_16.csv,GH_elevationAngle_rotation90Abd_16.csv,GH_internalRotation_rotation90Abd_16.csv,GH_anttranslation_rotation90Abd_16.csv,GH_suptranslation_rotation90Abd_16.csv,GH_medtranslation_rotation90Abd_16.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_17.csv,GH_elevationAngle_rotation90Abd_17.csv,GH_internalRotation_rotation90Abd_17.csv,GH_anttranslation_rotation90Abd_17.csv,GH_suptranslation_rotation90Abd_17.csv,GH_medtranslation_rotation90Abd_17.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_18.csv,GH_elevationAngle_rotation90Abd_18.csv,GH_internalRotation_rotation90Abd_18.csv,GH_anttranslation_rotation90Abd_18.csv,GH_suptranslation_rotation90Abd_18.csv,GH_medtranslation_rotation90Abd_18.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_19.csv,GH_elevationAngle_rotation90Abd_19.csv,GH_internalRotation_rotation90Abd_19.csv,GH_anttranslation_rotation90Abd_19.csv,GH_suptranslation_rotation90Abd_19.csv,GH_medtranslation_rotation90Abd_19.csv
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',glenohumeral,scapula,humerus,yx'y'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,GH_elevationPlane_rotation90Abd_20.csv,GH_elevationAngle_rotation90Abd_20.csv,GH_internalRotation_rotation90Abd_20.csv,GH_anttranslation_rotation90Abd_20.csv,GH_suptranslation_rotation90Abd_20.csv,GH_medtranslation_rotation90Abd_20.csv
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_1.csv,ST_medRotation_elevationFrontal_1.csv,ST_tilt_elevationFrontal_1.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_2.csv,ST_medRotation_elevationFrontal_2.csv,ST_tilt_elevationFrontal_2.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_3.csv,ST_medRotation_elevationFrontal_3.csv,ST_tilt_elevationFrontal_3.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_4.csv,ST_medRotation_elevationFrontal_4.csv,ST_tilt_elevationFrontal_4.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_5.csv,ST_medRotation_elevationFrontal_5.csv,ST_tilt_elevationFrontal_5.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_6.csv,ST_medRotation_elevationFrontal_6.csv,ST_tilt_elevationFrontal_6.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_7.csv,ST_medRotation_elevationFrontal_7.csv,ST_tilt_elevationFrontal_7.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_8.csv,ST_medRotation_elevationFrontal_8.csv,ST_tilt_elevationFrontal_8.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_9.csv,ST_medRotation_elevationFrontal_9.csv,ST_tilt_elevationFrontal_9.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_10.csv,ST_medRotation_elevationFrontal_10.csv,ST_tilt_elevationFrontal_10.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_11.csv,ST_medRotation_elevationFrontal_11.csv,ST_tilt_elevationFrontal_11.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_12.csv,ST_medRotation_elevationFrontal_12.csv,ST_tilt_elevationFrontal_12.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_13.csv,ST_medRotation_elevationFrontal_13.csv,ST_tilt_elevationFrontal_13.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_14.csv,ST_medRotation_elevationFrontal_14.csv,ST_tilt_elevationFrontal_14.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_15.csv,ST_medRotation_elevationFrontal_15.csv,ST_tilt_elevationFrontal_15.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_16.csv,ST_medRotation_elevationFrontal_16.csv,ST_tilt_elevationFrontal_16.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_17.csv,ST_medRotation_elevationFrontal_17.csv,ST_tilt_elevationFrontal_17.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_18.csv,ST_medRotation_elevationFrontal_18.csv,ST_tilt_elevationFrontal_18.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_19.csv,ST_medRotation_elevationFrontal_19.csv,ST_tilt_elevationFrontal_19.csv,,,
#6,Henninger et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationFrontal_20.csv,ST_medRotation_elevationFrontal_20.csv,ST_tilt_elevationFrontal_20.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_1.csv,ST_medRotation_elevationScapular_1.csv,ST_tilt_elevationScapular_1.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_2.csv,ST_medRotation_elevationScapular_2.csv,ST_tilt_elevationScapular_2.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_3.csv,ST_medRotation_elevationScapular_3.csv,ST_tilt_elevationScapular_3.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_4.csv,ST_medRotation_elevationScapular_4.csv,ST_tilt_elevationScapular_4.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_5.csv,ST_medRotation_elevationScapular_5.csv,ST_tilt_elevationScapular_5.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_6.csv,ST_medRotation_elevationScapular_6.csv,ST_tilt_elevationScapular_6.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_7.csv,ST_medRotation_elevationScapular_7.csv,ST_tilt_elevationScapular_7.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_8.csv,ST_medRotation_elevationScapular_8.csv,ST_tilt_elevationScapular_8.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_9.csv,ST_medRotation_elevationScapular_9.csv,ST_tilt_elevationScapular_9.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_10.csv,ST_medRotation_elevationScapular_10.csv,ST_tilt_elevationScapular_10.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_11.csv,ST_medRotation_elevationScapular_11.csv,ST_tilt_elevationScapular_11.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_12.csv,ST_medRotation_elevationScapular_12.csv,ST_tilt_elevationScapular_12.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_13.csv,ST_medRotation_elevationScapular_13.csv,ST_tilt_elevationScapular_13.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_14.csv,ST_medRotation_elevationScapular_14.csv,ST_tilt_elevationScapular_14.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_15.csv,ST_medRotation_elevationScapular_15.csv,ST_tilt_elevationScapular_15.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_16.csv,ST_medRotation_elevationScapular_16.csv,ST_tilt_elevationScapular_16.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_17.csv,ST_medRotation_elevationScapular_17.csv,ST_tilt_elevationScapular_17.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_18.csv,ST_medRotation_elevationScapular_18.csv,ST_tilt_elevationScapular_18.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_19.csv,ST_medRotation_elevationScapular_19.csv,ST_tilt_elevationScapular_19.csv,,,
#6,Henninger et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationScapular_20.csv,ST_medRotation_elevationScapular_20.csv,ST_tilt_elevationScapular_20.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_1.csv,ST_medRotation_elevationSagittal_1.csv,ST_tilt_elevationSagittal_1.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_2.csv,ST_medRotation_elevationSagittal_2.csv,ST_tilt_elevationSagittal_2.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_3.csv,ST_medRotation_elevationSagittal_3.csv,ST_tilt_elevationSagittal_3.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_4.csv,ST_medRotation_elevationSagittal_4.csv,ST_tilt_elevationSagittal_4.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_5.csv,ST_medRotation_elevationSagittal_5.csv,ST_tilt_elevationSagittal_5.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_6.csv,ST_medRotation_elevationSagittal_6.csv,ST_tilt_elevationSagittal_6.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_7.csv,ST_medRotation_elevationSagittal_7.csv,ST_tilt_elevationSagittal_7.csv,,,
