dataset_id,dataset_authors,dataset_year,dataset_doi,in_vivo,experimental_mean,number_of_shoulders,type_of_movement,active,posture,thorax_is_isb,thorax_is_global,thorax_is_isb_correctable,thorax_correction_method,thorax_origin,thorax_x_sense,thorax_x_direction,thorax_y_sense,thorax_y_direction,thorax_z_sense,thorax_z_direction,humerus_is_isb,humerus_is_isb_correctable,humerus_correction_method,humerus_origin,humerus_x_sense,humerus_x_direction,humerus_y_sense,humerus_y_direction,humerus_z_sense,humerus_z_direction,clavicle_is_isb,clavicle_is_isb_correctable,clavicle_correction_method,clavicle_origin,clavicle_x_sense,clavicle_x_direction,clavicle_y_sense,clavicle_y_direction,clavicle_z_sense,clavicle_z_direction,scapula_is_isb,scapula_is_isb_correctable,scapula_correction_method,scapula_origin,scapula_x_sense,scapula_x_direction,scapula_y_sense,scapula_y_direction,scapula_z_sense,scapula_z_direction,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,side_as_right,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,11.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),scapular elevation,yxy,,acromioclavicular,clavicle,scapula,yxz,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,AC_protraction_elevationScapular.csv,AC_medRotation_elevationScapular.csv,AC_antRotation_elevationScapular.csv,,,
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,11.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),scapular elevation,yxy,,sternoclavicular,thorax,clavicle,yxz,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,SC_protraction_elevationScapular.csv,SC_elevation_elevationScapular.csv,SC_rotation_elevationScapular.csv,,,
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,12.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),sagittal elevation,yxy,,glenohumeral,scapula,humerus,xzy,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,GH_abduction_elevationSagittal.csv,GH_flexion_elevationSagittal.csv,GH_rotation_elevationSagittal.csv,,,
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,12.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),sagittal elevation,yxy,,scapulothoracic,thorax,scapula,yxz,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,ST_protraction_elevationSagittal.csv,ST_medRotation_elevationSagittal.csv,ST_tilt_elevationSagittal.csv,,,
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,11.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),sagittal elevation,yxy,,acromioclavicular,clavicle,scapula,yxz,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,AC_protraction_elevationSagittal.csv,AC_medRotation_elevationSagittal.csv,AC_antRotation_elevationSagittal.csv,,,
#11,Ludewig et al.,2009,"""10.2106/JBJS.G.01483; 10.2519/jospt.2014.5339""",True,intra cortical pins,11.0,dynamic,True,standing,True,False,,,IJ,+posteroanterior,y^z,+inferosuperior,vec((T8+PX)/2>(C7+IJ)/2),+mediolateral,vec((T8+PX)/2>IJ)^vec((T8+PX)/2>C7),True,,,GH,+posteroanterior,vec(GH>EL)^vec(GH>EM),+inferosuperior,vec((EL+EM)/2>GH),+mediolateral,x^y,True,,,SC,+posteroanterior,z^vec((T8+PX)/2>(C7+IJ)/2),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,True,kolz_AC_to_PA,AC,+posteroanterior,vec(AI>TS)^vec(AI>AC),+inferosuperior,z^x,+mediolateral,vec(TS>AC),sagittal elevation,yxy,,sternoclavicular,thorax,clavicle,yxz,True,,,,True,,both,True,authors table,#11_Ludewig_et_al,SC_protraction_elevationSagittal.csv,SC_elevation_elevationSagittal.csv,SC_rotation_elevationSagittal.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,1,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_1.csv,ST_tilt_elevationScapular_1.csv,ST_protraction_elevationScapular_1.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,2,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_2.csv,ST_tilt_elevationScapular_2.csv,ST_protraction_elevationScapular_2.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,3,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_3.csv,ST_tilt_elevationScapular_3.csv,ST_protraction_elevationScapular_3.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,4,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_4.csv,ST_tilt_elevationScapular_4.csv,ST_protraction_elevationScapular_4.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,5,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_5.csv,ST_tilt_elevationScapular_5.csv,ST_protraction_elevationScapular_5.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,6,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_6.csv,ST_tilt_elevationScapular_6.csv,ST_protraction_elevationScapular_6.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,7,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_7.csv,ST_tilt_elevationScapular_7.csv,ST_protraction_elevationScapular_7.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,8,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_8.csv,ST_tilt_elevationScapular_8.csv,ST_protraction_elevationScapular_8.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,9,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_9.csv,ST_tilt_elevationScapular_9.csv,ST_protraction_elevationScapular_9.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,10,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_10.csv,ST_tilt_elevationScapular_10.csv,ST_protraction_elevationScapular_10.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,11,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_11.csv,ST_tilt_elevationScapular_11.csv,ST_protraction_elevationScapular_11.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,12,right,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_12.csv,ST_tilt_elevationScapular_12.csv,ST_protraction_elevationScapular_12.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,13,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_13.csv,ST_tilt_elevationScapular_13.csv,ST_protraction_elevationScapular_13.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,14,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_14.csv,ST_tilt_elevationScapular_14.csv,ST_protraction_elevationScapular_14.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,15,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_15.csv,ST_tilt_elevationScapular_15.csv,ST_protraction_elevationScapular_15.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,16,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_16.csv,ST_tilt_elevationScapular_16.csv,ST_protraction_elevationScapular_16.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,17,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_17.csv,ST_tilt_elevationScapular_17.csv,ST_protraction_elevationScapular_17.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,18,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_18.csv,ST_tilt_elevationScapular_18.csv,ST_protraction_elevationScapular_18.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,19,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_19.csv,ST_tilt_elevationScapular_19.csv,ST_protraction_elevationScapular_19.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,20,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_20.csv,ST_tilt_elevationScapular_20.csv,ST_protraction_elevationScapular_20.csv,,,
#12,Matsuki et al.,2011,"""10.1016/j.jse.2010.09.012; 10.2519/jospt.2012.3584; 10.1016/j.gaitpost.2013.06.021""",True,single-plane x-ray fluoroscopy,1.0,dynamic,True,sitting,False,True,False,,imaging centre,-mediolateral,imaging lateromedial axis,+inferosuperior,imaging inferosuperior axis,+posteroanterior,imaging posteroanterior axis,False,False,,GH,-mediolateral,y^z,+inferosuperior,geometric,+posteroanterior,vec(GH>IG),True,,,SC,+posteroanterior,z^(imaging inferosuperior axis),+inferosuperior,z^x,+mediolateral,vec(SC>AC),False,False,,GC,-mediolateral,vec(IE>SE)^(posteroanterior glenoid axis),+inferosuperior,vec(IE>SE),+posteroanterior,x^y,scapular elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zxy,False,,,,False,21,left,True,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_21.csv,ST_tilt_elevationScapular_21.csv,ST_protraction_elevationScapular_21.csv,,,
